121,123,-1,-1,-1,-1,-1,-1,-1,11,11,11,11,11,11,11,37,37,37,37,37,37,37,37,37,37,37,37,37,37,121,123
121,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,123
121,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,123
121,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,11,-1,-1,121,123
121,123,-1,-1,-1,-1,-1,777,11,-1,-1,-1,-1,-1,-1,11,11,37,37,37,37,37,37,37,37,37,37,37,-1,-1,121,123
121,123,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,123
121,123,-1,-1,-1,-1,-1,-1,11,-1,-1,11,-1,11,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,123
121,123,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,11,11,-1,-1,11,11,11,11,11,11,11,11,11,11,11,121,123
121,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,-1,-1,-1,37,37,37,37,37,37,37,37,37,37,121,123
121,123,-1,-1,99,70,71,-1,-1,-1,-1,-1,-1,-1,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,123
121,123,-1,-1,93,1,2,-1,-1,-1,-1,11,-1,-1,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,123
121,123,-1,-1,26,66,28,-1,-1,-1,-1,-1,-1,-1,-1,11,11,11,11,11,11,11,11,11,11,11,11,11,-1,-1,121,123
121,123,-1,-1,-1,65,-1,-1,-1,-1,11,-1,-1,-1,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,123
121,123,-1,-1,-1,116,-1,-1,-1,11,-1,-1,-1,-1,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,123
121,123,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,-1,-1,121,123
121,123,-1,124,125,137,128,126,-1,-1,-1,-1,11,127,-1,11,11,-1,-1,57,-1,-1,124,125,-1,-1,-1,131,-1,-1,121,123
121,122,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,122,123
121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,123
121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,123
